v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,target
46,services,married,secondary,no,997,yes,no,unknown,12,may,398,1,-1,0,unknown,0
43,services,divorced,secondary,no,0,no,no,cellular,31,jul,106,4,-1,0,unknown,0
51,blue-collar,married,primary,no,4497,yes,no,unknown,15,may,276,3,-1,0,unknown,0
30,blue-collar,married,secondary,no,12697,yes,yes,unknown,19,may,95,1,-1,0,unknown,0
48,blue-collar,married,primary,no,595,no,no,cellular,24,jul,464,1,-1,0,unknown,0
60,unemployed,married,primary,no,26,yes,no,unknown,16,may,196,6,-1,0,unknown,0
41,technician,married,tertiary,no,532,yes,no,cellular,20,apr,414,2,285,1,failure,0
40,admin.,married,secondary,no,3138,no,no,cellular,12,aug,238,1,-1,0,unknown,0
30,services,divorced,secondary,no,0,yes,no,cellular,13,may,172,1,-1,0,unknown,0
31,unemployed,single,secondary,no,2066,no,yes,cellular,21,aug,162,2,-1,0,unknown,0
39,management,married,secondary,no,315,yes,no,telephone,17,apr,141,4,-1,0,unknown,0
51,admin.,married,secondary,no,0,no,no,cellular,21,jul,130,1,-1,0,unknown,0
53,technician,married,secondary,no,530,no,no,cellular,18,nov,244,1,-1,0,unknown,0
29,technician,married,tertiary,no,1535,yes,no,cellular,17,jul,134,2,-1,0,unknown,0
44,blue-collar,married,secondary,no,1147,yes,no,unknown,18,jun,23,3,-1,0,unknown,0
35,blue-collar,single,secondary,no,3507,yes,no,cellular,8,may,422,2,-1,0,unknown,0
25,admin.,single,tertiary,no,220,no,no,cellular,26,may,68,1,-1,0,unknown,0
40,admin.,married,secondary,no,1565,yes,yes,cellular,17,nov,288,2,-1,0,unknown,0
23,admin.,single,secondary,no,749,no,no,cellular,9,jul,315,4,-1,0,unknown,0
40,management,married,tertiary,no,229,yes,no,cellular,14,may,183,3,-1,0,unknown,0
31,management,single,tertiary,no,307,no,no,cellular,21,nov,86,2,-1,0,unknown,0
37,management,married,tertiary,yes,0,no,no,cellular,17,nov,44,1,123,2,failure,0
55,retired,married,tertiary,no,8037,no,no,cellular,3,feb,114,2,-1,0,unknown,0
52,admin.,married,secondary,no,692,yes,no,cellular,12,aug,129,9,-1,0,unknown,0
49,services,married,secondary,no,1345,yes,no,cellular,20,apr,254,1,-1,0,unknown,0
35,blue-collar,single,secondary,no,507,no,no,unknown,17,jun,43,6,-1,0,unknown,0
27,services,single,secondary,no,504,yes,no,cellular,18,may,106,5,362,8,other,0
58,technician,married,secondary,no,7554,no,no,telephone,9,feb,167,1,469,1,success,0
41,management,married,tertiary,no,2251,no,no,cellular,26,aug,338,9,-1,0,unknown,0
35,technician,married,secondary,no,840,yes,no,cellular,29,jul,281,4,-1,0,unknown,0
53,admin.,married,secondary,no,10541,no,no,cellular,9,nov,178,1,-1,0,unknown,1
32,services,married,secondary,no,2068,yes,yes,unknown,9,may,143,1,-1,0,unknown,0
27,admin.,single,secondary,no,392,yes,yes,unknown,21,may,292,2,-1,0,unknown,0
38,management,single,tertiary,no,-974,yes,no,unknown,30,may,120,3,-1,0,unknown,0
40,services,married,secondary,no,293,no,no,telephone,4,feb,192,2,-1,0,unknown,0
29,admin.,single,secondary,no,356,yes,no,unknown,9,may,106,1,-1,0,unknown,0
53,technician,married,primary,no,6181,no,no,cellular,14,jul,817,2,209,3,other,1
29,technician,single,tertiary,no,354,yes,no,unknown,26,may,255,1,-1,0,unknown,0
46,services,married,primary,no,13118,no,no,cellular,5,aug,414,2,-1,0,unknown,0
48,management,married,secondary,no,3663,yes,no,telephone,7,may,25,5,169,1,failure,0
53,blue-collar,married,secondary,no,-214,yes,no,unknown,20,jun,49,4,-1,0,unknown,0
36,blue-collar,married,primary,no,1993,yes,yes,cellular,13,may,174,1,359,2,other,0
57,admin.,married,secondary,no,1143,no,no,telephone,7,jul,69,3,-1,0,unknown,0
27,blue-collar,married,secondary,yes,-584,yes,no,cellular,7,may,411,2,-1,0,unknown,0
48,blue-collar,married,secondary,no,426,yes,yes,cellular,12,aug,186,2,-1,0,unknown,0
32,technician,married,secondary,no,221,yes,no,unknown,23,may,224,4,-1,0,unknown,0
44,retired,married,secondary,no,902,no,no,unknown,26,may,206,1,-1,0,unknown,0
51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,13,oct,79,2,-1,0,unknown,1
50,management,single,tertiary,no,1098,yes,yes,cellular,5,aug,286,1,-1,0,unknown,0
74,retired,divorced,secondary,no,4079,no,no,cellular,19,oct,343,3,-1,0,unknown,1
36,blue-collar,married,secondary,no,1409,no,no,unknown,17,jun,235,2,-1,0,unknown,0
58,entrepreneur,married,primary,no,1657,no,no,unknown,6,jun,172,2,-1,0,unknown,0
59,unemployed,married,secondary,no,2740,no,no,cellular,5,feb,130,1,-1,0,unknown,0
26,student,single,secondary,no,108,no,no,cellular,21,oct,235,1,175,3,success,0
40,admin.,married,secondary,no,7711,yes,no,cellular,20,nov,190,5,135,1,failure,0
31,unemployed,married,secondary,no,20,no,no,cellular,28,jan,304,1,71,1,failure,0
30,blue-collar,single,secondary,no,144,yes,no,cellular,5,feb,259,1,260,3,failure,0
36,admin.,married,secondary,no,-206,yes,no,cellular,2,feb,122,1,-1,0,unknown,0
31,management,married,tertiary,no,0,yes,no,cellular,18,nov,47,1,-1,0,unknown,0
37,management,single,secondary,no,1572,no,no,cellular,13,may,499,3,-1,0,unknown,0
28,self-employed,married,tertiary,no,0,yes,no,cellular,23,jul,339,4,-1,0,unknown,0
43,blue-collar,married,secondary,no,4520,yes,no,unknown,15,may,100,4,-1,0,unknown,0
29,services,single,secondary,no,487,yes,yes,unknown,9,may,176,2,-1,0,unknown,0
46,management,single,secondary,no,295,yes,no,unknown,23,may,141,6,-1,0,unknown,0
39,management,married,secondary,no,794,yes,no,cellular,4,feb,71,1,243,3,failure,0
35,technician,single,unknown,no,1342,yes,no,cellular,19,nov,68,1,-1,0,unknown,0
52,technician,married,secondary,no,0,yes,no,unknown,18,jun,636,12,-1,0,unknown,0
31,blue-collar,married,primary,no,-464,yes,yes,unknown,12,may,256,4,-1,0,unknown,0
36,management,married,tertiary,no,708,yes,no,cellular,17,jul,59,3,-1,0,unknown,0
25,services,single,secondary,no,3856,yes,no,unknown,20,jun,16,28,-1,0,unknown,0
36,blue-collar,married,secondary,no,218,yes,no,cellular,4,may,619,6,-1,0,unknown,1
31,management,married,secondary,no,0,no,no,cellular,11,aug,720,1,-1,0,unknown,1
47,management,divorced,tertiary,no,0,no,no,cellular,28,apr,186,2,-1,0,unknown,0
32,services,married,secondary,no,1464,yes,no,unknown,3,jun,193,1,-1,0,unknown,0
40,services,married,secondary,no,1836,yes,no,cellular,12,may,750,2,-1,0,unknown,1
31,technician,married,tertiary,no,1385,no,no,cellular,25,aug,116,8,-1,0,unknown,0
38,services,married,secondary,no,5000,no,no,cellular,4,dec,720,5,536,5,failure,0
33,technician,divorced,secondary,no,1480,yes,no,cellular,5,may,223,1,-1,0,unknown,0
40,blue-collar,married,primary,no,-108,yes,no,unknown,19,jun,149,3,-1,0,unknown,0
51,admin.,divorced,secondary,no,2785,no,no,telephone,9,feb,23,10,-1,0,unknown,0
46,admin.,divorced,secondary,no,778,yes,no,cellular,20,nov,106,3,-1,0,unknown,0
33,technician,married,secondary,yes,-708,no,no,cellular,29,aug,93,2,-1,0,unknown,0
37,blue-collar,divorced,secondary,no,368,yes,no,unknown,13,may,194,2,-1,0,unknown,0
29,admin.,single,secondary,no,-498,yes,no,unknown,20,jun,17,14,-1,0,unknown,0
48,management,married,tertiary,no,2,no,no,cellular,15,sep,103,1,91,2,failure,0
41,management,married,tertiary,no,2470,yes,no,cellular,6,may,22,2,-1,0,unknown,0
37,services,married,secondary,no,1784,yes,no,cellular,19,nov,19,5,-1,0,unknown,0
38,technician,married,secondary,no,1478,no,no,cellular,12,aug,926,4,-1,0,unknown,1
55,blue-collar,married,secondary,no,1078,yes,yes,cellular,15,may,41,1,-1,0,unknown,0
47,services,divorced,secondary,no,430,yes,yes,unknown,14,may,335,1,-1,0,unknown,0
38,unemployed,single,tertiary,no,560,no,no,cellular,29,jan,316,1,-1,0,unknown,0
36,housemaid,married,primary,no,4324,yes,no,cellular,14,jul,565,4,-1,0,unknown,0
37,blue-collar,married,primary,no,11,no,no,telephone,30,jul,109,8,-1,0,unknown,0
41,services,married,secondary,no,714,yes,yes,unknown,15,may,504,5,-1,0,unknown,0
30,technician,single,tertiary,no,2325,no,no,cellular,10,aug,263,1,127,7,failure,1
45,blue-collar,married,secondary,no,105,yes,yes,unknown,13,may,119,1,-1,0,unknown,0
41,technician,married,secondary,no,0,no,no,cellular,22,aug,209,2,-1,0,unknown,0
38,technician,single,tertiary,no,1674,no,no,cellular,18,nov,333,1,-1,0,unknown,0
34,services,divorced,secondary,no,1281,no,no,cellular,5,feb,237,1,-1,0,unknown,0
28,technician,single,secondary,no,1241,no,no,cellular,24,jul,343,1,-1,0,unknown,0
26,management,single,tertiary,no,1438,no,no,cellular,27,apr,321,1,449,1,other,1
39,technician,single,secondary,no,506,yes,no,cellular,7,jul,718,2,-1,0,unknown,1
29,student,single,secondary,no,872,yes,no,unknown,7,may,230,1,-1,0,unknown,0
29,housemaid,married,secondary,no,1082,no,yes,cellular,30,jul,77,4,-1,0,unknown,0
32,services,married,secondary,no,2196,yes,no,cellular,21,jul,1156,1,-1,0,unknown,0
37,blue-collar,married,primary,no,190,yes,yes,unknown,8,may,194,1,-1,0,unknown,0
54,technician,divorced,secondary,no,255,yes,no,unknown,27,jun,140,2,-1,0,unknown,0
33,entrepreneur,married,secondary,no,3140,yes,yes,cellular,21,nov,7,5,-1,0,unknown,0
26,technician,single,tertiary,no,43,yes,yes,cellular,29,jan,169,3,246,1,failure,0
59,management,married,tertiary,no,281,no,no,cellular,8,jul,430,2,-1,0,unknown,0
59,retired,married,primary,no,255,no,yes,cellular,25,aug,62,6,-1,0,unknown,0
31,admin.,single,secondary,no,296,yes,no,unknown,13,may,161,1,-1,0,unknown,0
27,blue-collar,married,tertiary,no,335,yes,no,unknown,26,jun,519,3,-1,0,unknown,1
54,technician,married,secondary,no,827,no,yes,unknown,20,jun,294,2,-1,0,unknown,0
39,admin.,married,secondary,yes,0,no,no,unknown,29,may,59,3,-1,0,unknown,0
53,services,divorced,secondary,no,36,yes,yes,unknown,2,jul,25,1,417,1,success,1
52,admin.,married,secondary,no,347,no,no,cellular,11,aug,217,2,-1,0,unknown,0
51,services,divorced,secondary,no,234,no,no,cellular,9,jul,281,3,-1,0,unknown,0
46,management,divorced,tertiary,no,0,no,no,cellular,20,aug,50,2,-1,0,unknown,0
54,housemaid,married,primary,no,167,yes,no,cellular,22,jul,106,2,-1,0,unknown,0
42,management,married,tertiary,no,223,no,no,cellular,6,aug,92,6,-1,0,unknown,0
28,housemaid,married,primary,no,5,no,no,cellular,28,jan,30,1,-1,0,unknown,0
38,management,married,secondary,no,3840,yes,yes,cellular,17,nov,62,1,-1,0,unknown,0
38,technician,married,tertiary,no,472,yes,no,cellular,20,apr,178,5,326,3,failure,0
37,housemaid,divorced,primary,no,608,no,no,unknown,17,jun,108,1,-1,0,unknown,0
41,admin.,married,secondary,no,1010,yes,no,cellular,17,apr,47,1,338,1,failure,0
57,retired,single,secondary,no,630,no,no,unknown,19,jun,276,1,-1,0,unknown,0
52,services,married,secondary,no,1645,no,no,cellular,28,aug,248,1,-1,0,unknown,0
42,management,single,tertiary,yes,0,yes,no,cellular,21,nov,824,1,-1,0,unknown,1
33,services,married,secondary,no,-124,no,no,cellular,17,apr,150,2,325,1,failure,0
46,technician,married,tertiary,no,0,no,no,unknown,6,jun,159,1,-1,0,unknown,0
51,unknown,married,unknown,no,1585,no,no,telephone,30,oct,152,4,-1,0,unknown,0
51,management,married,tertiary,no,346,no,no,cellular,12,feb,122,1,92,5,success,1
32,services,single,secondary,no,758,yes,no,cellular,14,apr,262,1,-1,0,unknown,0
32,technician,married,secondary,no,12,yes,yes,cellular,4,aug,341,2,-1,0,unknown,0
49,unknown,married,primary,no,142,no,no,unknown,12,jun,90,3,-1,0,unknown,0
35,technician,married,secondary,no,-259,yes,no,cellular,29,jan,381,1,247,2,failure,0
35,blue-collar,married,secondary,no,306,no,no,unknown,20,jun,12,8,-1,0,unknown,0
54,entrepreneur,married,tertiary,no,1129,no,yes,cellular,28,jan,242,1,184,8,failure,0
48,self-employed,married,tertiary,no,16,yes,yes,cellular,18,nov,214,1,-1,0,unknown,0
31,management,single,tertiary,no,3625,yes,no,cellular,19,nov,112,1,180,2,failure,0
30,student,single,tertiary,no,25,yes,no,unknown,5,may,89,2,-1,0,unknown,0
37,services,married,secondary,no,405,yes,no,unknown,21,may,51,2,-1,0,unknown,0
39,blue-collar,married,primary,no,1411,yes,no,unknown,20,may,625,2,-1,0,unknown,0
60,retired,married,secondary,no,208,no,no,cellular,20,aug,70,4,-1,0,unknown,0
35,management,divorced,tertiary,no,1723,yes,no,cellular,25,jul,862,1,-1,0,unknown,1
45,blue-collar,married,primary,no,1945,yes,no,cellular,15,may,63,4,-1,0,unknown,0
49,admin.,married,secondary,no,1323,yes,no,cellular,18,nov,84,1,-1,0,unknown,0
29,technician,married,tertiary,no,1489,yes,no,unknown,28,may,430,1,-1,0,unknown,0
40,self-employed,married,tertiary,no,2977,yes,no,cellular,17,jul,1018,1,-1,0,unknown,0
38,blue-collar,single,tertiary,no,797,yes,no,unknown,11,jun,124,4,-1,0,unknown,0
31,admin.,single,tertiary,no,4129,no,no,cellular,2,mar,105,1,182,1,failure,0
52,technician,married,secondary,no,945,no,no,unknown,20,jun,16,8,-1,0,unknown,0
39,admin.,married,secondary,no,598,yes,no,unknown,15,may,444,1,-1,0,unknown,0
30,management,single,tertiary,no,2,yes,no,cellular,28,jul,377,4,-1,0,unknown,0
27,blue-collar,single,secondary,yes,81,no,yes,cellular,29,jan,123,2,205,2,success,0
31,blue-collar,married,secondary,no,505,yes,no,cellular,17,apr,218,4,329,2,other,0
49,management,married,tertiary,no,3840,yes,no,unknown,15,may,146,4,-1,0,unknown,0
35,admin.,married,secondary,no,5250,yes,no,cellular,20,nov,363,1,-1,0,unknown,0
47,blue-collar,married,primary,no,0,no,no,cellular,21,jul,71,1,-1,0,unknown,0
34,management,married,tertiary,no,1790,yes,no,cellular,22,jul,681,1,-1,0,unknown,0
38,blue-collar,married,secondary,no,526,yes,yes,unknown,23,may,553,2,-1,0,unknown,0
52,admin.,married,primary,no,270,yes,no,unknown,7,may,294,2,-1,0,unknown,0
33,blue-collar,married,primary,no,0,no,no,cellular,8,may,174,1,-1,0,unknown,0
49,management,married,tertiary,no,934,no,yes,cellular,21,nov,158,4,-1,0,unknown,0
41,technician,married,secondary,no,483,yes,no,unknown,9,may,319,1,-1,0,unknown,0
35,technician,divorced,secondary,no,308,no,no,cellular,22,aug,77,2,-1,0,unknown,0
41,blue-collar,married,primary,no,-252,yes,no,unknown,29,may,166,5,-1,0,unknown,0
45,housemaid,married,secondary,no,360,no,no,cellular,4,may,113,1,182,1,success,0
34,management,divorced,tertiary,no,0,no,no,cellular,14,aug,227,3,-1,0,unknown,0
58,management,divorced,tertiary,no,5037,yes,no,cellular,18,nov,1437,2,-1,0,unknown,1
49,entrepreneur,married,tertiary,no,893,no,no,cellular,20,nov,74,1,-1,0,unknown,0
38,blue-collar,single,secondary,no,10,no,no,cellular,8,jul,84,3,-1,0,unknown,0
31,blue-collar,married,secondary,no,625,yes,no,cellular,14,may,137,3,-1,0,unknown,0
34,blue-collar,divorced,secondary,no,0,yes,no,cellular,5,may,150,1,-1,0,unknown,0
48,blue-collar,married,secondary,no,1230,yes,no,cellular,13,may,328,2,182,3,success,1
27,management,single,tertiary,no,377,no,no,cellular,21,aug,171,3,91,1,failure,0
28,self-employed,single,tertiary,no,159,no,no,cellular,16,nov,449,2,33,4,success,1
42,blue-collar,divorced,unknown,no,0,no,no,cellular,7,jul,64,2,-1,0,unknown,0
36,blue-collar,married,primary,no,0,yes,no,cellular,18,may,8,7,-1,0,unknown,0
33,services,married,secondary,no,0,no,yes,cellular,8,jul,285,1,-1,0,unknown,0
51,blue-collar,divorced,primary,no,0,yes,no,cellular,21,jul,322,2,-1,0,unknown,0
49,management,married,tertiary,no,78,no,yes,cellular,17,jul,257,2,-1,0,unknown,0
33,blue-collar,married,secondary,no,-112,yes,no,unknown,28,may,132,1,-1,0,unknown,0
41,admin.,married,unknown,no,488,no,no,cellular,21,nov,174,1,-1,0,unknown,0
52,blue-collar,married,primary,no,58,yes,no,unknown,6,may,213,3,-1,0,unknown,0
30,entrepreneur,single,tertiary,no,216,yes,no,cellular,20,apr,182,3,-1,0,unknown,0
42,blue-collar,married,secondary,no,3213,no,no,telephone,28,oct,172,1,-1,0,unknown,0
58,admin.,divorced,secondary,no,0,yes,no,cellular,2,feb,244,1,229,5,other,0
54,blue-collar,married,primary,no,95,no,no,cellular,25,jul,302,1,-1,0,unknown,0
36,management,divorced,tertiary,no,1057,no,no,cellular,5,feb,383,2,-1,0,unknown,0
26,technician,single,secondary,no,855,yes,no,unknown,28,may,87,2,-1,0,unknown,0
42,services,single,secondary,no,838,yes,no,cellular,19,nov,266,2,-1,0,unknown,0
54,housemaid,married,secondary,no,209,yes,yes,cellular,25,jul,97,1,-1,0,unknown,0
37,blue-collar,married,secondary,no,509,yes,no,cellular,20,apr,172,1,-1,0,unknown,0
35,technician,divorced,secondary,no,787,yes,no,unknown,5,may,683,2,-1,0,unknown,0
34,management,single,tertiary,no,1049,yes,no,cellular,11,jul,55,1,-1,0,unknown,0
29,technician,single,tertiary,no,2998,no,no,unknown,2,jun,479,3,-1,0,unknown,0
36,management,married,tertiary,no,530,no,no,unknown,20,jun,221,3,-1,0,unknown,0
67,retired,divorced,primary,no,2027,no,no,cellular,15,mar,161,2,-1,0,unknown,1
32,self-employed,married,tertiary,no,189,yes,no,unknown,6,jun,106,2,-1,0,unknown,0
44,management,married,tertiary,no,1286,yes,no,unknown,20,jun,268,3,-1,0,unknown,0
53,retired,divorced,tertiary,no,-309,yes,no,cellular,21,aug,343,2,428,2,success,1
45,unemployed,divorced,primary,yes,-249,yes,yes,unknown,1,jul,92,1,-1,0,unknown,0
38,management,married,tertiary,no,1187,yes,yes,cellular,2,feb,157,1,-1,0,unknown,0
32,management,single,tertiary,no,26,no,no,cellular,10,jul,55,6,-1,0,unknown,0
30,technician,married,tertiary,no,81,no,no,cellular,28,aug,51,1,-1,0,unknown,0
39,blue-collar,married,secondary,no,1307,yes,no,telephone,31,oct,158,1,-1,0,unknown,1
40,management,married,tertiary,no,52527,no,no,cellular,21,aug,140,11,-1,0,unknown,0
38,self-employed,married,secondary,no,-17,yes,no,cellular,17,apr,110,3,326,1,other,0
37,technician,divorced,secondary,no,1772,no,no,unknown,3,jun,202,1,-1,0,unknown,0
36,admin.,married,secondary,no,1954,yes,yes,cellular,20,nov,158,2,174,3,failure,0
26,technician,single,secondary,no,206,no,no,cellular,29,jan,89,1,-1,0,unknown,0
26,admin.,single,secondary,no,1099,no,no,cellular,15,jan,99,2,225,13,other,0
51,self-employed,married,tertiary,no,2007,no,no,unknown,16,jun,1021,1,-1,0,unknown,0
27,management,single,tertiary,no,6791,no,no,cellular,5,aug,179,2,69,26,other,1
26,services,married,secondary,no,311,yes,no,unknown,28,may,373,1,-1,0,unknown,0
57,management,married,tertiary,no,2681,no,no,cellular,11,mar,266,2,-1,0,unknown,1
49,services,married,secondary,no,1084,yes,no,telephone,17,nov,99,1,-1,0,unknown,0
24,admin.,married,secondary,no,0,yes,no,cellular,16,apr,284,1,-1,0,unknown,0
64,housemaid,married,primary,no,67,no,no,telephone,14,dec,86,2,111,1,failure,0
53,retired,married,secondary,no,330,yes,no,unknown,5,may,216,2,-1,0,unknown,0
29,technician,single,tertiary,no,41,yes,yes,cellular,5,may,151,1,-1,0,unknown,0
55,admin.,married,secondary,no,1232,no,no,cellular,27,aug,97,7,-1,0,unknown,0
46,technician,divorced,tertiary,no,532,no,no,cellular,22,aug,491,2,-1,0,unknown,0
51,blue-collar,divorced,secondary,no,104,no,no,cellular,9,jul,71,1,-1,0,unknown,0
40,admin.,single,secondary,no,60,yes,no,cellular,15,may,460,3,352,6,other,0
57,retired,married,secondary,no,49,yes,yes,cellular,25,aug,93,4,-1,0,unknown,0
42,services,single,secondary,yes,58,no,no,cellular,3,feb,428,1,-1,0,unknown,0
52,blue-collar,married,secondary,no,1039,yes,yes,telephone,15,may,146,4,-1,0,unknown,0
36,unemployed,married,primary,no,2347,yes,no,cellular,21,nov,5,3,-1,0,unknown,0
54,technician,married,tertiary,no,876,no,no,cellular,27,oct,269,3,541,3,success,1
34,admin.,married,secondary,no,-191,yes,no,cellular,17,jul,156,6,-1,0,unknown,0
49,entrepreneur,divorced,tertiary,no,1342,yes,yes,cellular,18,nov,89,1,-1,0,unknown,0
45,technician,married,secondary,no,2433,no,no,cellular,4,aug,81,1,-1,0,unknown,0
32,blue-collar,married,secondary,no,2,yes,no,cellular,15,may,16,9,309,1,failure,0
28,blue-collar,single,secondary,no,-267,yes,no,cellular,15,may,145,2,329,4,failure,0
42,self-employed,married,tertiary,no,6383,no,no,cellular,27,aug,111,5,-1,0,unknown,0
51,blue-collar,married,primary,no,3844,no,no,cellular,15,mar,195,2,215,1,other,0
59,blue-collar,married,secondary,no,10054,no,no,cellular,21,nov,175,3,100,6,failure,0
54,unemployed,divorced,secondary,no,3721,yes,no,cellular,30,jul,163,1,-1,0,unknown,0
39,blue-collar,married,primary,no,521,no,yes,cellular,10,jul,149,1,-1,0,unknown,0
57,management,married,unknown,no,0,no,no,cellular,30,sep,585,1,-1,0,unknown,0
53,blue-collar,married,secondary,no,483,yes,no,cellular,3,feb,288,3,-1,0,unknown,0
37,technician,married,secondary,no,5287,yes,yes,cellular,19,nov,599,4,100,2,failure,0
47,services,married,secondary,no,344,yes,no,unknown,3,jun,87,1,-1,0,unknown,0
35,admin.,married,secondary,no,2278,yes,no,cellular,21,jul,195,1,-1,0,unknown,0
33,technician,single,secondary,no,151,yes,no,cellular,27,aug,86,6,-1,0,unknown,0
32,blue-collar,divorced,secondary,no,473,no,no,cellular,18,jul,320,1,-1,0,unknown,0
40,admin.,single,tertiary,no,1005,yes,no,cellular,21,jul,449,1,-1,0,unknown,0
44,management,single,tertiary,no,825,yes,no,unknown,11,jun,427,2,-1,0,unknown,0
54,management,married,tertiary,no,203,no,no,cellular,21,nov,70,1,-1,0,unknown,0
48,management,married,tertiary,no,7825,no,no,telephone,21,nov,77,5,-1,0,unknown,0
66,housemaid,married,primary,no,1230,no,no,cellular,17,dec,726,3,-1,0,unknown,1
48,services,divorced,secondary,no,3186,no,yes,cellular,9,apr,104,1,-1,0,unknown,0
46,technician,married,secondary,no,6086,no,no,cellular,11,aug,210,2,-1,0,unknown,0
21,student,single,secondary,no,123,no,no,telephone,12,aug,449,1,-1,0,unknown,1
26,blue-collar,single,secondary,no,199,yes,yes,unknown,12,may,125,1,-1,0,unknown,0
40,services,married,secondary,no,1358,no,no,unknown,19,jun,96,1,-1,0,unknown,0
38,blue-collar,divorced,secondary,no,1817,yes,no,cellular,28,jul,1096,4,-1,0,unknown,1
31,management,single,tertiary,no,498,no,no,cellular,11,aug,182,2,-1,0,unknown,0
44,management,married,unknown,no,2724,no,no,cellular,28,dec,893,1,-1,0,unknown,1
44,entrepreneur,married,secondary,no,-20,no,no,unknown,28,may,167,3,-1,0,unknown,0
45,services,married,secondary,no,1259,yes,no,unknown,6,may,507,1,-1,0,unknown,0
46,housemaid,divorced,primary,no,148,no,no,unknown,19,jun,166,1,-1,0,unknown,0
22,services,single,secondary,no,361,no,no,telephone,1,sep,232,1,86,6,failure,0
46,blue-collar,married,secondary,no,2121,yes,no,unknown,14,may,160,1,-1,0,unknown,0
45,blue-collar,married,primary,no,85,yes,no,unknown,8,may,162,1,-1,0,unknown,0
42,admin.,married,secondary,no,329,no,no,cellular,19,aug,347,3,-1,0,unknown,0
30,blue-collar,single,secondary,no,49,no,no,cellular,30,jan,808,2,-1,0,unknown,1
46,blue-collar,married,secondary,no,922,no,yes,cellular,14,jul,151,2,-1,0,unknown,0
34,technician,single,secondary,no,1279,yes,no,cellular,22,jul,174,2,160,8,other,1
37,blue-collar,married,secondary,no,80,yes,yes,unknown,9,aug,6,1,461,5,failure,0
31,technician,single,tertiary,no,1798,yes,no,unknown,8,may,393,1,-1,0,unknown,0
43,management,married,tertiary,no,5926,no,no,cellular,6,aug,685,2,-1,0,unknown,0
28,management,single,tertiary,no,416,yes,yes,cellular,17,jul,345,1,-1,0,unknown,0
39,technician,single,secondary,no,1820,no,no,unknown,5,jun,231,2,-1,0,unknown,0
45,blue-collar,married,primary,no,194,yes,yes,unknown,3,jun,81,2,-1,0,unknown,0
35,technician,married,secondary,no,15474,no,no,cellular,21,nov,89,1,92,2,other,0
42,management,single,tertiary,no,328,yes,yes,cellular,17,nov,125,1,-1,0,unknown,0
40,blue-collar,married,primary,no,4,no,no,unknown,20,jun,287,9,-1,0,unknown,0
52,retired,divorced,tertiary,no,-309,yes,no,unknown,19,jun,500,2,-1,0,unknown,1
37,blue-collar,married,secondary,no,0,no,no,unknown,27,may,33,6,-1,0,unknown,0
37,technician,married,secondary,no,603,no,no,unknown,18,jun,339,2,-1,0,unknown,0
38,management,divorced,secondary,no,-17,no,no,cellular,21,nov,11,4,-1,0,unknown,0
32,blue-collar,married,primary,no,66,no,no,cellular,19,nov,244,1,-1,0,unknown,0
35,entrepreneur,married,tertiary,no,1194,no,yes,cellular,28,aug,34,10,-1,0,unknown,0
38,management,married,tertiary,no,1354,yes,no,cellular,29,jan,50,2,-1,0,unknown,0
26,technician,divorced,tertiary,no,278,yes,yes,cellular,7,jul,1467,1,-1,0,unknown,0
56,blue-collar,married,secondary,no,0,no,no,cellular,19,aug,432,15,-1,0,unknown,0
38,services,married,secondary,no,-361,yes,no,telephone,31,jul,37,33,-1,0,unknown,0
46,blue-collar,married,secondary,no,7,no,no,unknown,17,jun,110,2,-1,0,unknown,0
42,blue-collar,married,secondary,no,0,yes,no,cellular,30,jan,82,2,-1,0,unknown,0
29,admin.,single,secondary,no,130,no,no,unknown,4,jun,134,2,-1,0,unknown,0
44,technician,married,secondary,no,1901,no,no,cellular,6,aug,165,2,-1,0,unknown,0
50,technician,married,secondary,no,2062,no,no,unknown,30,may,165,1,-1,0,unknown,0
28,admin.,single,unknown,no,731,yes,no,unknown,5,jun,718,13,-1,0,unknown,0
52,management,married,secondary,no,4873,no,no,cellular,8,jul,99,9,-1,0,unknown,0
53,unknown,married,unknown,no,0,no,no,cellular,25,aug,209,5,-1,0,unknown,0
32,management,single,secondary,no,-515,yes,yes,cellular,3,feb,19,6,-1,0,unknown,0
46,blue-collar,married,secondary,yes,-319,no,yes,cellular,10,jul,502,2,-1,0,unknown,0
35,housemaid,married,tertiary,no,11219,no,no,cellular,12,aug,699,2,79,1,failure,0
56,management,married,tertiary,no,-762,yes,yes,cellular,11,jul,348,2,-1,0,unknown,0
32,admin.,single,secondary,no,739,yes,no,cellular,20,nov,91,3,-1,0,unknown,0
34,blue-collar,married,secondary,yes,-7,yes,no,cellular,22,jul,143,5,-1,0,unknown,0
40,blue-collar,married,secondary,no,6767,yes,no,cellular,20,nov,97,2,-1,0,unknown,0
32,blue-collar,married,primary,no,-11,yes,no,unknown,27,may,776,1,-1,0,unknown,0
31,services,single,secondary,no,85,no,no,cellular,16,jul,151,1,-1,0,unknown,0
43,housemaid,married,primary,no,18,yes,yes,unknown,15,may,192,3,-1,0,unknown,0
36,entrepreneur,married,secondary,no,35,no,no,cellular,4,feb,517,4,-1,0,unknown,0
47,blue-collar,married,secondary,no,690,yes,no,cellular,9,jul,113,1,-1,0,unknown,0
