medinc,houseage,averooms,avebedrms,population,aveoccup,latitude,longitude,target
2.9292,29.0,4.505747126436781,0.9540229885057471,1681.0,3.864367816091954,34.09,-117.33,0.845
3.0054,17.0,4.885864793678666,1.0860403863037753,3004.0,2.637401229148376,33.11,-117.07,1.423
2.2989,26.0,4.48411214953271,1.1682242990654206,2654.0,4.960747663551402,33.7,-116.2,0.606
6.0901,8.0,7.5360623781676415,1.050682261208577,1555.0,3.0311890838206628,37.95,-122.01,2.982
2.9392,46.0,3.8774038461538463,0.9519230769230769,966.0,2.3221153846153846,34.13,-118.27,2.303
2.862,21.0,4.2480957562568005,1.0663764961915125,1949.0,2.120783460282916,37.87,-122.51,2.584
2.2262,52.0,4.55379746835443,1.0284810126582278,738.0,2.3354430379746836,38.43,-122.71,1.299
2.8603,14.0,5.493265993265993,1.095959595959596,1910.0,3.2154882154882154,36.01,-118.73,1.289
5.3157,16.0,6.590551181102362,1.1062992125984252,850.0,3.3464566929133857,37.23,-121.81,2.533
7.79,25.0,6.514367816091954,1.0316091954022988,866.0,2.4885057471264367,33.61,-117.87,5.00001
3.3906,20.0,4.504118616144975,1.0840197693574958,1562.0,2.57331136738056,34.15,-118.24,2.841
3.369,30.0,4.378830083565459,1.0083565459610029,1351.0,3.7632311977715878,33.76,-117.99,1.909
3.312,17.0,6.451757666417352,1.3904263275991025,3497.0,2.6155572176514585,33.72,-116.37,1.213
0.7526,5.0,2.5796610169491525,1.0372881355932204,2031.0,6.884745762711864,38.58,-121.5,1.625
8.4802,34.0,6.895397489539749,1.0104602510460252,1268.0,2.6527196652719667,34.23,-118.22,5.00001
1.3583,10.0,4.5,1.1702127659574468,295.0,3.1382978723404253,37.77,-120.85,0.852
5.8788,12.0,7.780310880829015,1.0963730569948187,2484.0,2.5740932642487047,34.11,-118.84,5.00001
6.2892,22.0,6.127214170692431,0.9597423510466989,2118.0,3.4106280193236715,37.43,-121.87,2.542
1.641,34.0,4.904382470119522,1.1015936254980079,2334.0,4.649402390438247,33.9,-118.23,0.968
6.02,19.0,5.368794326241135,1.049645390070922,361.0,2.5602836879432624,33.87,-118.37,3.042
3.7813,18.0,5.357142857142857,1.0526315789473684,753.0,2.830827067669173,36.58,-119.45,0.873
3.0417,41.0,6.0092879256965945,1.1362229102167183,1204.0,3.7275541795665634,33.88,-118.23,1.137
1.5071,28.0,3.481967213114754,1.0131147540983607,1058.0,3.4688524590163934,34.38,-119.86,3.167
5.0175,4.0,5.424050632911392,1.0268987341772151,2158.0,3.4145569620253164,34.04,-117.5,1.434
6.287,34.0,6.2680965147453085,1.0536193029490617,1031.0,2.7640750670241285,33.75,-118.31,3.964
4.0536,37.0,4.741847826086956,0.9918478260869565,1022.0,2.777173913043478,33.96,-118.03,1.714
3.024,36.0,4.024096385542169,1.0040160642570282,1312.0,5.269076305220883,34.27,-118.43,1.48
1.7361,42.0,3.0,1.0,26.0,1.8571428571428572,37.39,-121.9,5.00001
3.0573,38.0,4.757363253856942,0.9943899018232819,1894.0,2.656381486676017,38.07,-122.55,3.508
7.3089,48.0,7.283216783216783,1.0419580419580419,685.0,2.395104895104895,37.91,-122.28,3.312
6.3735,8.0,5.339130434782609,1.0260869565217392,278.0,2.417391304347826,38.09,-122.19,1.663
1.9718,46.0,4.252873563218391,1.028735632183908,1511.0,4.341954022988506,34.05,-117.75,1.106
4.4432,35.0,5.322077922077922,1.0129870129870129,1286.0,3.3402597402597403,34.23,-118.43,1.815
1.6009,39.0,5.12183908045977,1.2459770114942528,1516.0,3.485057471264368,35.39,-118.99,0.488
13.1738,19.0,7.893732970027248,1.125340599455041,860.0,2.343324250681199,33.61,-117.9,5.00001
3.0288,40.0,5.125506072874494,1.040485829959514,547.0,2.214574898785425,38.13,-121.73,1.644
3.6467,36.0,4.409090909090909,1.1022727272727273,867.0,2.4630681818181817,34.03,-118.43,3.467
5.9441,15.0,6.87719298245614,0.9707602339181286,485.0,2.8362573099415203,38.36,-122.01,2.282
2.2542,43.0,4.554621848739496,1.0532212885154062,1284.0,3.596638655462185,37.79,-122.24,1.122
3.5417,25.0,7.143274853801169,1.2982456140350878,868.0,2.538011695906433,38.96,-119.98,1.148
5.3409,15.0,6.081081081081081,1.0115830115830116,716.0,2.7644787644787643,38.48,-122.68,2.446
2.6111,29.0,3.796078431372549,1.166013071895425,3320.0,4.339869281045751,34.12,-118.24,1.688
4.6518,17.0,5.811594202898551,0.9855072463768116,251.0,3.63768115942029,33.02,-116.86,1.702
3.1435,45.0,4.695817490494297,1.0304182509505704,499.0,1.897338403041825,34.15,-118.24,2.826
3.5223,8.0,8.591549295774648,1.7195902688860436,2069.0,2.649167733674776,33.81,-116.43,1.151
5.4584,3.0,6.033160621761658,1.1523316062176165,7644.0,2.6404145077720207,32.97,-117.08,2.465
1.2054,16.0,3.34375,0.9910714285714286,1277.0,5.700892857142857,37.29,-120.47,0.609
2.0455,52.0,3.8979591836734695,1.0612244897959184,106.0,2.163265306122449,35.39,-119.02,0.725
1.6579,32.0,5.4491525423728815,1.1483050847457628,694.0,2.940677966101695,40.45,-122.3,0.685
4.6042,31.0,5.539823008849558,0.995575221238938,714.0,3.15929203539823,33.84,-117.98,2.207
1.9083,42.0,3.88855421686747,1.0391566265060241,1535.0,4.623493975903615,34.05,-118.19,1.192
4.8993,34.0,5.651282051282052,0.9487179487179487,1398.0,2.3897435897435897,37.99,-122.55,3.199
5.0362,29.0,6.110112359550562,0.9786516853932584,2310.0,2.595505617977528,37.91,-122.03,2.753
5.883,52.0,6.21608040201005,1.0125628140703518,1104.0,2.7738693467336684,37.82,-122.25,3.407
2.9201,32.0,3.7255244755244754,1.0926573426573427,1229.0,2.1486013986013988,37.79,-122.55,3.222
3.925,18.0,4.90017825311943,1.1283422459893049,1779.0,3.171122994652406,37.28,-121.84,1.661
3.851,52.0,5.2690909090909095,1.0127272727272727,1338.0,2.4327272727272726,37.74,-122.15,1.835
2.7137,7.0,4.700305810397554,1.2140672782874617,1816.0,2.776758409785933,34.27,-118.77,1.964
4.1369,34.0,6.25,1.0911458333333333,1017.0,2.6484375,37.36,-122.05,3.169
7.1621,45.0,6.8575,0.975,974.0,2.435,37.48,-122.25,5.00001
4.069,28.0,5.247349823321555,0.9717314487632509,820.0,2.8975265017667846,32.69,-117.07,1.533
4.5913,49.0,5.7482993197278915,1.0442176870748299,770.0,2.619047619047619,37.72,-122.47,2.597
2.5833,30.0,4.546719681908549,1.0556660039761432,1796.0,3.570576540755467,34.1,-117.48,0.906
1.8654,38.0,4.990074441687345,1.1116625310173698,1190.0,2.9528535980148884,34.14,-117.31,0.894
2.3693,11.0,4.434607645875252,1.0422535211267605,1472.0,2.9617706237424546,32.86,-116.92,1.27
1.8407,49.0,5.117516629711751,1.0022172949002217,1299.0,2.8802660753880267,37.76,-122.18,0.967
1.6563,16.0,5.125,0.9375,542.0,16.9375,35.34,-120.69,0.425
2.5898,52.0,3.4942528735632186,1.0272988505747127,1377.0,1.978448275862069,37.83,-122.26,1.76
6.5513,16.0,6.774683544303797,0.9898734177215189,1377.0,3.4860759493670885,33.86,-118.05,3.504
6.7248,18.0,7.174083769633508,1.0209424083769634,2477.0,3.242146596858639,34.28,-118.54,3.772
6.4994,18.0,6.634080717488789,1.0197309417040359,3126.0,2.8035874439461885,37.66,-121.9,3.23
4.7478,27.0,5.7625,1.0135416666666666,2855.0,2.9739583333333335,37.53,-121.93,2.435
7.4897,43.0,6.255760368663594,1.055299539170507,1151.0,2.652073732718894,33.97,-118.38,3.626
1.575,43.0,3.987138263665595,1.0032154340836013,1100.0,3.536977491961415,33.98,-118.28,0.975
5.2657,35.0,5.983870967741935,1.0161290322580645,916.0,3.693548387096774,33.83,-117.99,1.914
3.9443,2.0,7.507731958762887,1.1947717231222386,7132.0,2.625920471281296,33.57,-117.16,1.873
2.2287,29.0,3.707865168539326,1.1146067415730336,882.0,1.9820224719101123,32.76,-117.09,1.4
4.3164,6.0,3.353467561521253,0.9776286353467561,1754.0,3.923937360178971,33.99,-118.22,1.432
4.7188,52.0,7.068535825545172,1.0062305295950156,805.0,2.5077881619937696,37.76,-122.23,3.353
4.8929,36.0,5.0,1.0790513833992095,1052.0,4.158102766798419,33.97,-118.07,1.562
3.2386,43.0,3.942622950819672,1.0368852459016393,658.0,2.69672131147541,34.08,-118.27,1.85
2.6333,33.0,3.743529411764706,1.0847058823529412,794.0,1.868235294117647,32.76,-117.13,1.4
4.5278,32.0,6.133587786259542,0.9656488549618321,778.0,2.969465648854962,32.84,-116.94,1.663
2.6392,21.0,6.221631205673759,1.074468085106383,1576.0,2.7943262411347516,38.76,-120.76,1.485
6.1359,26.0,6.0,1.0,23.0,2.5555555555555554,37.75,-122.4,2.25
1.0349,19.0,4.563106796116505,1.225242718446602,1291.0,2.5067961165048542,34.96,-120.43,1.308
6.3245,52.0,4.735294117647059,1.1360294117647058,437.0,1.6066176470588236,37.8,-122.41,5.00001
3.1713,42.0,4.642714570858283,1.003992015968064,1832.0,3.656686626746507,33.88,-118.18,1.61
6.235,44.0,5.92972972972973,1.0054054054054054,513.0,2.772972972972973,33.97,-118.39,3.614
2.8125,44.0,3.845208845208845,0.9778869778869779,1500.0,3.6855036855036856,34.12,-118.2,1.556
5.1416,24.0,5.944281524926686,1.0498533724340176,1405.0,4.120234604105572,33.75,-117.95,2.314
3.4471,26.0,5.599520383693045,0.9904076738609112,980.0,2.3501199040767387,38.0,-122.28,1.789
5.5538,34.0,5.414414414414415,1.024024024024024,947.0,2.843843843843844,33.88,-118.32,2.803
3.9565,48.0,4.953703703703703,1.0833333333333333,1773.0,3.283333333333333,37.72,-122.44,2.685
3.1719,34.0,4.883408071748879,1.0201793721973094,1193.0,2.6748878923766815,32.74,-117.05,1.153
2.6176,17.0,5.361344537815126,1.0168067226890756,927.0,3.8949579831932772,36.72,-119.82,0.541
4.005,48.0,5.702702702702703,1.054054054054054,539.0,2.4279279279279278,34.05,-118.37,2.75
4.4531,33.0,4.835978835978836,1.0476190476190477,766.0,2.0264550264550265,37.45,-122.17,5.00001
3.6641,17.0,5.577142857142857,1.1542857142857144,511.0,2.92,40.85,-121.07,0.808
4.7965,5.0,5.84015984015984,1.033966033966034,3258.0,3.254745254745255,33.76,-117.54,1.608
6.5206,14.0,6.1907790143084265,1.068362480127186,1490.0,2.368839427662957,33.47,-117.71,3.685
3.0864,29.0,6.16751269035533,1.1370558375634519,1087.0,2.7588832487309647,38.62,-121.32,1.779
1.9766,28.0,2.6164154103852595,1.085427135678392,1974.0,3.306532663316583,34.09,-118.29,1.125
2.7273,44.0,4.5625,1.02734375,509.0,1.98828125,32.73,-117.23,2.697
15.0001,42.0,8.5625,0.9642857142857143,632.0,2.8214285714285716,34.05,-118.49,5.00001
5.2608,19.0,7.0928571428571425,1.0446428571428572,1586.0,2.8321428571428573,36.73,-119.71,1.514
3.733,23.0,5.784552845528455,1.048780487804878,1526.0,3.1016260162601625,38.34,-122.69,1.635
4.7738,35.0,6.048484848484849,0.9878787878787879,1409.0,4.2696969696969695,33.81,-117.96,1.8
2.5556,20.0,5.132478632478633,1.205128205128205,601.0,2.5683760683760686,37.08,-122.25,1.775
1.6849,17.0,8.836393989983305,2.1135225375626043,1201.0,2.005008347245409,33.93,-116.44,0.884
4.1161,49.0,5.406417112299465,1.0338680926916222,1284.0,2.2887700534759357,34.17,-118.34,2.325
3.244,38.0,4.494949494949495,1.0101010101010102,481.0,2.4292929292929295,37.71,-122.17,1.798
2.5833,19.0,3.156862745098039,1.0980392156862746,191.0,1.8725490196078431,37.49,-122.24,5.00001
5.133,13.0,6.102631578947369,1.131578947368421,1004.0,2.642105263157895,33.6,-117.65,3.161
2.8208,33.0,4.051020408163265,1.1581632653061225,739.0,1.885204081632653,34.17,-118.38,2.385
4.9236,43.0,5.220843672456576,0.9627791563275434,1137.0,2.8213399503722085,37.26,-121.94,2.38
1.8438,29.0,3.2056962025316458,1.240506329113924,1083.0,3.4272151898734178,33.78,-118.19,1.625
7.8521,52.0,7.794392523364486,1.0514018691588785,517.0,2.4158878504672896,37.86,-122.24,5.00001
4.3611,44.0,5.166253101736973,1.1662531017369726,1154.0,2.8635235732009927,37.74,-122.5,2.681
3.1513,10.0,6.096470588235294,1.143529411764706,1255.0,2.9529411764705884,33.71,-117.34,1.543
2.69,20.0,5.6438127090301,1.0535117056856187,1505.0,2.516722408026756,37.64,-120.82,2.013
2.4267,35.0,3.55637707948244,0.9611829944547134,2101.0,3.8835489833641406,33.95,-118.2,1.515
4.5491,43.0,5.984848484848484,1.0454545454545454,657.0,3.3181818181818183,34.12,-118.01,2.148
5.293,25.0,7.085365853658536,0.9939024390243902,1087.0,3.3140243902439024,33.85,-118.26,2.07
7.0059,39.0,6.681592039800995,1.037313432835821,1094.0,2.7213930348258706,34.22,-118.22,5.00001
8.3912,25.0,7.843416370106762,1.0166073546856464,2519.0,2.9881376037959666,34.18,-118.66,4.19
0.8691,18.0,4.036764705882353,1.0514705882352942,249.0,1.8308823529411764,38.78,-121.24,1.365
6.1481,11.0,7.095238095238095,1.034798534798535,1672.0,3.062271062271062,32.8,-116.8,2.746
0.9838,36.0,5.017751479289941,1.1005917159763314,737.0,4.3609467455621305,34.09,-117.27,0.793
2.7483,28.0,4.106508875739645,1.111439842209073,2934.0,2.893491124260355,34.09,-118.14,2.188
7.375,21.0,6.53,0.9733333333333334,891.0,2.97,37.34,-121.78,3.384
6.3191,36.0,6.680327868852459,1.0327868852459017,353.0,2.8934426229508197,37.35,-121.97,2.583
1.4766,36.0,4.164383561643835,0.9863013698630136,842.0,3.8447488584474887,36.76,-119.74,0.528
6.8634,24.0,7.183884297520661,0.9545454545454546,1593.0,3.291322314049587,33.72,-117.82,2.765
4.0234,38.0,4.9245283018867925,1.0,981.0,3.0849056603773586,33.9,-118.26,1.119
1.4936,15.0,11.889830508474576,2.718220338983051,1015.0,2.1504237288135593,34.19,-114.31,0.669
2.4896,26.0,4.529190207156309,1.0621468926553672,680.0,1.28060263653484,37.87,-122.08,0.734
3.375,25.0,4.194174757281553,0.9781553398058253,934.0,2.266990291262136,37.96,-122.32,1.337
2.7083,36.0,4.6050955414012735,1.0063694267515924,1286.0,4.095541401273885,33.91,-118.24,1.036
3.1478,22.0,4.16583850931677,1.0788819875776396,2620.0,1.6273291925465838,34.17,-118.46,2.737
3.4234,46.0,5.494047619047619,1.1398809523809523,867.0,2.580357142857143,33.79,-117.85,2.0
2.8152,36.0,3.532286212914485,1.0296684118673647,2028.0,3.5392670157068062,33.99,-118.08,1.639
5.2121,32.0,4.294964028776978,1.0629496402877698,1009.0,1.814748201438849,33.98,-118.46,4.667
2.4432,31.0,4.428571428571429,1.0996677740863787,1337.0,2.2209302325581395,34.68,-118.14,1.011
7.8997,36.0,6.755605381165919,0.9551569506726457,2314.0,2.594170403587444,37.58,-122.39,5.00001
5.0407,44.0,6.7293868921775895,1.0845665961945032,1183.0,2.5010570824524314,34.0,-118.34,3.149
4.2042,52.0,3.878313253012048,1.1674698795180722,1152.0,1.3879518072289156,37.79,-122.43,5.00001
4.4609,16.0,6.2607361963190185,1.021472392638037,1912.0,2.932515337423313,38.71,-121.27,1.429
4.1319,43.0,3.6946564885496183,1.0101781170483461,897.0,2.282442748091603,37.78,-122.45,3.227
3.301,27.0,4.439624853458382,1.0703399765533412,1992.0,2.335287221570926,34.13,-118.07,2.512
2.2357,30.0,5.152406417112299,1.0508021390374331,996.0,2.663101604278075,40.5,-124.1,0.723
5.5942,5.0,6.715203426124197,1.0728051391862956,1327.0,2.841541755888651,38.13,-121.32,1.869
2.0673,37.0,4.083018867924529,1.109433962264151,1146.0,4.324528301886793,32.69,-117.12,0.885
4.0568,52.0,5.176842105263158,1.0673684210526315,1012.0,2.130526315789474,37.75,-122.43,3.879
3.293,31.0,4.788679245283019,1.0415094339622641,1581.0,1.9886792452830189,37.98,-122.55,3.375
4.0651,33.0,3.7812128418549347,1.028537455410226,1347.0,1.6016646848989298,34.09,-118.37,5.00001
4.4375,39.0,4.888111888111888,1.048951048951049,358.0,2.5034965034965033,34.25,-118.27,1.958
4.0147,34.0,6.0246913580246915,1.0599647266313934,1929.0,3.4021164021164023,34.58,-118.07,1.074
3.5,37.0,4.376569037656904,1.0502092050209204,822.0,3.4393305439330546,37.71,-122.47,2.244
3.2115,37.0,4.136518771331058,1.0375426621160408,1076.0,3.6723549488054608,33.78,-118.28,1.601
2.75,27.0,3.296979865771812,1.058724832214765,1042.0,1.7483221476510067,34.03,-118.46,3.273
6.0296,7.0,7.0034246575342465,1.1712328767123288,878.0,3.006849315068493,34.5,-117.27,1.941
3.4444,48.0,5.040358744394619,1.0358744394618835,783.0,3.5112107623318387,33.98,-118.29,0.931
2.76,26.0,5.520871143375681,1.08529945553539,1720.0,3.1215970961887476,34.01,-117.45,0.952
4.5461,42.0,5.629032258064516,1.0725806451612903,1713.0,2.7629032258064514,34.16,-118.08,2.424
1.2864,40.0,2.5520702634880803,1.1279799247176914,1257.0,1.5771643663739021,33.77,-118.2,1.313
4.0625,52.0,4.156118143459915,1.0443037974683544,871.0,1.8375527426160339,37.75,-122.43,3.556
4.4896,35.0,5.540425531914893,1.053191489361702,1465.0,3.117021276595745,33.9,-118.11,1.846
2.4375,39.0,4.844559585492228,1.0880829015544042,711.0,3.683937823834197,33.91,-118.26,1.019
3.6389,44.0,6.126436781609195,1.0919540229885059,416.0,2.3908045977011496,38.34,-122.28,3.04
5.2149,18.0,4.758426966292135,1.0393258426966292,733.0,4.117977528089888,34.2,-118.59,2.019
3.5848,18.0,4.487804878048781,1.024390243902439,1047.0,2.3215077605321506,33.68,-117.99,1.869
4.0,16.0,5.145748987854251,1.008097165991903,1022.0,2.068825910931174,33.66,-117.8,2.234
6.4664,25.0,6.1923076923076925,0.878698224852071,983.0,2.908284023668639,37.31,-121.78,2.715
6.2306,22.0,5.749478079331942,0.9958246346555324,1163.0,2.4279749478079333,37.59,-122.4,5.00001
5.0106,36.0,5.529220779220779,1.0551948051948052,845.0,2.7435064935064934,33.86,-118.14,2.108
2.6894,30.0,3.6733870967741935,1.0181451612903225,932.0,1.8790322580645162,36.59,-121.88,1.795
1.4583,32.0,4.681159420289855,1.107246376811594,1307.0,3.7884057971014493,32.98,-115.52,0.586
5.9177,27.0,5.5396825396825395,0.9206349206349206,391.0,3.1031746031746033,33.92,-117.9,2.676
4.4583,18.0,4.918309859154929,1.0169014084507042,3032.0,2.846948356807512,33.81,-118.01,1.901
2.3523,37.0,3.8008595988538683,1.0802292263610316,1087.0,1.5573065902578798,33.77,-118.18,3.25
3.4609,19.0,4.792284866468843,1.086053412462908,815.0,2.4183976261127595,38.08,-122.81,2.388
2.3171,7.0,4.399752475247524,1.0627062706270627,4917.0,2.0284653465346536,33.14,-117.1,1.595
2.5562,22.0,9.39864864864865,1.7184684684684686,1086.0,2.445945945945946,38.04,-120.25,1.362
3.1125,11.0,5.705696202531645,1.071993670886076,3264.0,2.5822784810126582,39.75,-121.8,1.226
2.6403,31.0,3.7816711590296497,1.045822102425876,724.0,1.9514824797843666,32.8,-117.23,2.161
4.3403,38.0,5.068,1.36,442.0,1.768,32.77,-117.28,5.0
2.4345,35.0,4.591687041564792,1.1100244498777505,991.0,2.4229828850855744,32.74,-117.03,1.297
6.1064,33.0,6.233817701453105,1.0013210039630118,1980.0,2.6155878467635403,37.51,-122.28,4.05
1.9844,32.0,4.0,1.0375,991.0,6.19375,37.48,-122.2,2.7
3.4545,27.0,5.2889908256880735,0.9785932721712538,1760.0,2.691131498470948,33.94,-116.98,0.898
2.2466,15.0,5.742667404537908,1.289983397897067,4507.0,2.4941892639734364,34.15,-116.06,0.668
3.0,39.0,4.628930817610063,0.949685534591195,1036.0,3.257861635220126,33.92,-118.28,1.1
3.1287,50.0,4.467576791808874,1.030716723549488,883.0,3.013651877133106,34.13,-118.19,1.98
5.4485,25.0,5.685714285714286,0.9918367346938776,976.0,3.983673469387755,33.74,-117.95,2.252
2.6734,26.0,4.238938053097345,1.1880530973451326,2340.0,2.588495575221239,33.97,-118.35,1.434
2.5,34.0,3.6064,1.008,2984.0,4.7744,33.74,-117.86,1.625
1.7333,19.0,5.425196850393701,1.125984251968504,355.0,2.795275590551181,40.45,-120.36,0.7
4.125,30.0,4.7178362573099415,1.0716374269005848,1260.0,1.8421052631578947,37.89,-122.12,2.571
1.4653,7.0,3.5257936507936507,1.0178571428571428,4479.0,8.886904761904763,38.54,-121.79,3.1
4.0909,34.0,6.151869158878505,1.1004672897196262,1313.0,3.067757009345794,34.22,-118.62,2.329
2.2234,19.0,2.752393980848153,1.0013679890560876,3483.0,4.764705882352941,34.2,-118.39,1.813
2.0337,11.0,4.210280373831775,1.02803738317757,630.0,1.47196261682243,32.8,-117.04,1.467
8.5842,42.0,5.765935214211076,1.0229885057471264,1863.0,1.9467084639498433,34.11,-118.37,5.00001
5.1837,6.0,6.364681295715778,1.0637408568443052,2064.0,2.156739811912226,33.1,-117.29,2.598
1.2625,40.0,4.6124401913875595,1.1004784688995215,742.0,3.550239234449761,37.95,-121.32,0.43
5.2835,33.0,5.928057553956834,0.9658273381294964,1345.0,2.4190647482014387,32.75,-117.02,2.171
3.81,29.0,4.4734411085450345,1.0346420323325636,1352.0,3.1224018475750577,34.1,-118.1,2.346
4.3594,44.0,5.843003412969283,1.0716723549488054,691.0,2.358361774744027,33.83,-118.12,2.213
6.2296,26.0,7.216666666666667,0.9666666666666667,533.0,2.9611111111111112,37.94,-121.94,2.917
7.5337,29.0,6.233812949640288,0.9172661870503597,679.0,2.4424460431654675,37.36,-122.05,4.068
1.8875,34.0,4.247126436781609,1.0603448275862069,1735.0,4.985632183908046,34.02,-118.19,1.367
6.8753,26.0,6.987288135593221,0.9745762711864406,1241.0,2.6292372881355934,37.36,-122.04,4.03
8.2266,28.0,9.163865546218487,1.1932773109243697,728.0,3.0588235294117645,37.36,-122.08,5.00001
4.0432,29.0,5.43141592920354,0.963495575221239,3438.0,3.8030973451327434,36.58,-121.88,4.5
3.9,25.0,5.744082840236686,1.0946745562130178,1641.0,2.4275147928994083,38.3,-122.31,1.873
5.3054,36.0,5.8603896103896105,0.935064935064935,882.0,2.8636363636363638,33.96,-118.01,2.735
2.25,20.0,6.5,1.4513513513513514,1304.0,1.7621621621621621,33.69,-116.5,2.481
5.1842,17.0,6.59581881533101,1.0348432055749128,936.0,3.2613240418118465,33.15,-117.07,1.577
12.2145,19.0,8.863080684596577,1.0562347188264058,1252.0,3.0611246943765282,37.29,-122.04,5.00001
2.4653,34.0,5.466666666666667,1.0031746031746032,904.0,2.86984126984127,37.35,-120.6,0.661
2.1162,35.0,3.6227436823104693,1.0306859205776173,1513.0,2.7310469314079424,34.05,-118.31,2.292
2.6384,16.0,4.527303754266212,1.0341296928327646,1693.0,2.8890784982935154,38.46,-122.75,1.469
6.177,20.0,6.938461538461539,0.9769230769230769,831.0,3.1961538461538463,37.68,-121.91,2.629
2.1863,23.0,3.795238095238095,0.9952380952380953,3883.0,4.622619047619048,34.01,-117.93,1.576
2.4653,38.0,4.130681818181818,0.9829545454545454,559.0,3.1761363636363638,36.21,-119.1,0.495
5.0714,33.0,5.799319727891157,0.9914965986394558,1739.0,2.957482993197279,37.27,-121.9,2.556
3.6378,17.0,5.432075471698113,1.0226415094339623,1802.0,3.4,37.81,-121.22,1.261
4.2969,16.0,5.607638888888889,1.0052083333333333,1825.0,3.1684027777777777,32.91,-117.13,1.512
2.8214,40.0,3.7713178294573644,1.054263565891473,1257.0,4.872093023255814,33.98,-118.19,1.58
2.9591,2.0,4.482808022922636,1.012893982808023,1606.0,2.3008595988538683,37.99,-121.96,2.101
3.4279,25.0,5.6909090909090905,0.9854545454545455,661.0,2.403636363636364,36.81,-119.77,0.847
3.9722,17.0,20.900783289817234,3.608355091383812,999.0,2.608355091383812,38.93,-120.0,3.134
1.6937,52.0,4.2368421052631575,1.0833333333333333,589.0,2.5833333333333335,37.74,-121.43,1.083
1.0918,52.0,2.2533333333333334,1.2026666666666668,1230.0,3.28,32.71,-117.16,0.225
1.2206,20.0,3.9465408805031448,1.1320754716981132,1201.0,3.7767295597484276,33.79,-118.18,1.625
7.5582,38.0,5.676923076923077,0.9948717948717949,518.0,2.6564102564102563,34.23,-118.26,2.637
2.5326,24.0,5.532085561497326,1.1657754010695187,909.0,2.43048128342246,39.12,-120.96,1.391
2.3304,32.0,3.3106060606060606,1.0353535353535352,1792.0,4.525252525252525,34.02,-118.25,1.199
2.9167,34.0,4.588235294117647,1.0441176470588236,986.0,3.625,34.96,-120.44,1.042
5.9582,18.0,7.485477178423237,1.1784232365145229,600.0,2.4896265560165975,37.94,-122.52,5.00001
3.2794,7.0,5.546473302570863,1.044166117336849,5146.0,3.3922214897824654,34.46,-117.2,0.925
3.0938,25.0,4.039130434782609,1.0717391304347825,865.0,1.8804347826086956,34.4,-119.7,3.125
3.4583,52.0,4.5109289617486334,0.9590163934426229,973.0,2.658469945355191,37.74,-122.42,2.409
2.1354,29.0,3.687218045112782,1.0526315789473684,3029.0,4.5548872180451125,34.05,-117.74,1.107
3.7917,36.0,5.579088471849866,1.1045576407506703,1931.0,5.176943699731903,37.47,-122.14,1.606
4.0313,35.0,3.996794871794872,1.1057692307692308,1126.0,1.8044871794871795,32.77,-117.25,3.853
3.8558,15.0,6.086687306501548,1.0247678018575852,1118.0,3.461300309597523,34.07,-117.39,1.227
1.6731,14.0,4.741322314049587,1.062809917355372,4722.0,3.902479338842975,37.62,-121.02,0.958
1.3365,37.0,2.317773788150808,1.0556552962298025,1846.0,3.3141831238779176,37.76,-122.42,2.25
6.8406,41.0,7.394052044609666,1.0074349442379182,666.0,2.475836431226766,34.44,-119.69,5.00001
4.9205,31.0,5.820359281437126,1.026946107784431,975.0,2.9191616766467066,37.25,-121.91,2.405
3.125,42.0,4.968468468468468,1.0157657657657657,989.0,2.2274774774774775,37.94,-122.34,1.439
2.3611,31.0,6.151079136690647,1.5611510791366907,280.0,2.014388489208633,38.46,-123.07,1.125
4.0,38.0,5.1658536585365855,1.0634146341463415,561.0,2.7365853658536587,33.86,-118.33,2.486
4.3424,43.0,5.261780104712042,1.0418848167539267,723.0,3.7853403141361257,33.82,-118.21,1.625
6.5989,44.0,6.537459283387622,0.9381107491856677,921.0,3.0,34.12,-118.04,5.00001
3.9444,18.0,5.422087745839637,1.0816944024205748,1673.0,2.5310136157337366,37.54,-121.99,2.401
4.75,44.0,5.726114649681529,1.124203821656051,835.0,2.659235668789809,34.0,-118.44,3.558
6.1768,33.0,5.98635477582846,0.9083820662768031,1348.0,2.6276803118908383,32.76,-116.97,2.289
1.9181,17.0,4.674329501915709,1.053639846743295,800.0,3.0651340996168583,40.58,-122.36,1.188
3.0704,18.0,5.365748709122203,1.0611015490533562,4127.0,3.5516351118760756,33.19,-117.29,1.516
5.2508,12.0,7.138248847926267,1.043778801843318,1433.0,3.30184331797235,35.5,-120.71,2.929
9.0702,43.0,7.335051546391752,1.0154639175257731,1467.0,2.520618556701031,34.17,-118.18,5.00001
3.5707,29.0,5.50379746835443,1.058227848101266,1030.0,2.607594936708861,34.21,-118.22,3.417
3.9408,46.0,4.695945945945946,0.918918918918919,408.0,2.7567567567567566,37.09,-122.09,2.226
4.0,38.0,4.56140350877193,0.8859649122807017,557.0,2.442982456140351,33.96,-118.13,2.547
2.8194,9.0,5.039965986394558,1.0790816326530612,3369.0,2.864795918367347,38.89,-121.32,1.113
2.3006,23.0,5.0817460317460315,1.0873015873015872,3573.0,2.835714285714286,36.76,-119.72,0.69
3.5081,23.0,6.169603524229075,1.1167400881057268,1318.0,2.9030837004405288,40.52,-122.33,1.167
2.125,17.0,6.876785714285714,1.4607142857142856,1352.0,2.414285714285714,40.75,-122.79,0.717
